X,Y,OBJECTID,advisorySpeed,areaUnitID,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashRoadSideRoad,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,intersection,kerb,light,meshblockId,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaId,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB
1767878,5906664,124469,,523711,0,0,0,1,0,South,2011/2012,PRESTON ROAD,KUDU ROAD,,Serious Crash,No,2012,0,North,0,0,0,Flat,0,,0,,0,Overcast,714400,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,Off,0,0,30,76,Auckland,Nil,0,0,0,0,1,0,Urban,0,1,0,Fine,Frost
1759386,5920526,124765,,515902,1,,0,0,,Null,2011/2012,TAMAKI DRIVE,SOLENT ST,,Serious Crash,No,2012,,West,,0,,Flat,,,,,,Dark,454800,1,0,0,5,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,On,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Light rain,Null
1740112,5928252,124874,,505604,0,,0,3,,South,2012/2013,SH 16,OLD RAILWAY ROAD,,Serious Crash,Yes,2012,,North,,0,,Flat,,,,,,Overcast,214501,5,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,80,,None,2,0,,76,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null
1767565,5906551,125353,,523601,0,,0,1,,South,2012/2013,BAIRDS ROAD,OCONNOR ST,,Serious Crash,No,2013,,South,,0,,Flat,,,,,,Bright sun,706600,0,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1755208,5914415,125454,,518500,0,,0,1,,South,2011/2012,DOMINION ROAD,JASPER AVENUE,,Serious Crash,No,2012,,South,,0,,Flat,,,,,,Overcast,561000,0,0,0,4,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1754045,5926884,125495,,508620,0,,0,1,,North,2011/2012,ARCHERS ROAD,CORONATION ROAD,,Serious Crash,No,2012,,North,,0,,Hill Road,,,,,,Overcast,205100,2,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,1,,,Light rain,Null
1754510,5921245,125637,,515201,0,,0,2,,Null,2011/2012,SARSFIELD ST,WALLACE ST,,Serious Crash,No,2012,,West,,0,,Flat,,,,,,Dark,422700,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,On,0,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Fine,Null
1762378,5907446,125670,,524520,0,,0,0,,North,2012/2013,YATES ROAD,GROWERS LANE,,Serious Crash,No,2012,,East,,0,,Flat,,,,,,Overcast,734602,0,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,1,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1746324,5928845,125951,,513420,0,0,0,1,0,North,2012/2013,WAIMARIE ROAD,POHUTUKAWA ROAD,,Fatal Crash,No,2012,0,North,0,1,0,Flat,0,,0,,0,Dark,220800,0,0,0,2,0,0,0,1,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Nil,0,0,0,1,0,0,Urban,0,0,0,Fine,Null
1768605,5914032,125962,,522810,0,,0,1,,West,2011/2012,PAKURANGA ROAD,CASCADES ROAD,,Serious Crash,No,2012,,East,,0,,Flat,,,,,,Overcast,691300,0,1,0,6,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,60,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1752812,5914948,126207,,517902,0,,0,0,,East,2012/2013,HENDON AVENUE,HARGEST TERRACE W,,Serious Crash,No,2012,,East,,0,,Flat,,,,,,Overcast,518900,2,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,2,,50,,Off,2,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1771891,5898571,126253,,523912,0,0,0,1,0,North,2012/2013,PORCHESTER ROAD,WILLOW CAMP ROAD,,Serious Crash,No,2012,0,South,0,0,1,Flat,0,,0,,0,Dark,767400,1,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,On,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1763438,5910622,126263,,521901,0,,0,0,,Null,2011/2012,PORTAGE ROAD,SALEYARDS ROAD,,Serious Crash,No,2012,,West,,0,,Flat,,,,,,Overcast,781900,0,1,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,1,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Light rain,Null
1751373,5877345,126521,,521151,0,0,0,1,0,North,2012/2013,AWHITU ROAD,MARAE O REHIA ROAD,,Serious Crash,No,2012,0,North,0,0,0,Hill Road,0,,0,,0,Dark,831200,0,0,0,2,0,1,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,100,0,None,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Open,0,0,0,Light rain,Strong wind
1763688,5916437,126532,,517202,0,,0,2,,North,2011/2012,NGAHUE DRIVE,FLINT WAY,,Serious Crash,No,2012,,South,,0,,Flat,,,,,,Bright sun,465304,3,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1756610,5920757,126829,,514102,0,,0,1,,Null,2011/2012,FANSHAWE ST,HALSEY ST,,Serious Crash,No,2012,,West,,0,,Flat,,,,,,Bright sun,432500,0,0,1,6,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1765279,5907392,127172,,522301,0,0,0,1,0,South,2011/2012,GREAT SOUTH ROAD,KAUTAMI AVENUE,,Serious Crash,No,2012,0,North,0,0,0,Flat,0,,0,,0,Overcast,666100,1,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,Off,1,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,1,0,Fine,Null
1749212,5918223,127364,,514801,0,0,0,0,0,West,2011/2012,SH 16,ROSEBANK OFF WBD,,Serious Crash,Yes,2012,0,West,0,0,0,Flat,1,,0,,0,Dark,390401,0,0,0,3,0,0,0,0,0,,0,0,Auckland Region,Nil,1-way,Sealed,0,0,1,0,100,0,On,1,0,,76,Auckland,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1760350,5885015,127692,,521121,0,0,0,2,0,Null,2011/2012,GLENBROOK ROAD,KINGSEAT ROAD,,Serious Crash,No,2012,0,North,0,0,0,Flat,0,,0,,0,Dark,811200,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,100,0,On,1,0,,76,Auckland,Stop,0,1,0,0,0,0,Open,0,0,0,Heavy rain,Null
1746882,5913414,127900,,511100,0,,0,0,,Null,2012/2013,GLENDALE ROAD,WOODVALE ROAD,,Serious Crash,No,2012,,North,,0,,Flat,,,,,,Bright sun,286400,0,1,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,2,,50,,Off,0,0,,76,Auckland,Give way,,,,,0,0,Urban,1,,,Fine,Null
1747864,5945614,128021,,506201,0,,0,2,,Null,2012/2013,PINE VALLEY ROAD,OLD PINE VALLEY ROAD,,Serious Crash,No,2012,,East,,0,,Hill Road,,,,,,Dark,176700,0,0,0,3,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,2,,50,,None,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1733152,5929686,128171,,505601,0,,0,1,,Null,2012/2013,SH 16,MURIWAI ROAD,,Fatal Crash,Yes,2012,,West,,1,,Flat,,,,,,Bright sun,216208,0,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,0,,70,,Off,0,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Fine,Null
1779015,5905709,128603,,525201,0,0,0,1,1,East,2012/2013,TWILIGHT ROAD,KIMPTONS ROAD,,Serious Crash,No,2012,0,East,0,0,0,Flat,0,,0,,0,Dark,762200,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,100,0,None,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1774084,5896998,128696,,525610,0,0,0,0,0,West,2012/2013,ROLLERSON ST,BUSING AVENUE,,Serious Crash,No,2012,0,North,0,0,1,Flat,0,,0,,0,Bright sun,796600,0,0,1,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,Off,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1745156,5907873,128703,,512801,0,0,0,0,0,South,2011/2012,VICTORY ROAD,TANE ROAD,,Serious Crash,No,2012,0,South,1,0,0,Hill Road,0,,0,,0,Dark,302101,0,0,0,2,0,0,0,1,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,On,1,0,,76,Auckland,Nil,0,0,0,1,0,0,Urban,0,0,0,Light rain,Null
1729570,5963380,128807,,506613,0,0,0,0,0,South,2011/2012,SH 16,OMAUMAU ROAD,,Fatal Crash,Yes,2012,0,North,0,1,0,Hill Road,0,,0,,0,Overcast,146200,0,0,1,2,0,0,0,1,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,76,Auckland,Nil,0,1,0,1,0,0,Open,0,0,0,Fine,Null
1773052,5906669,128808,,523713,1,,0,1,,West,2011/2012,REGIS LANE,REDOUBT ROAD,,Serious Crash,No,2012,,East,,0,,Flat,,,,,,Bright sun,712600,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,70,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1745114,5922458,129042,,513530,0,,0,1,,Null,2013/2014,ROYAL ROAD,WIDMORE DRIVE,,Serious Crash,No,2014,,East,,0,,Flat,,,,,,Overcast,226005,0,0,1,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1756496,5919399,129199,,514102,1,,1,0,,Null,2012/2013,KARANGAHAPE ROAD,COBDEN ST,,Serious Crash,No,2013,,East,,0,,Flat,,,,,,Bright sun,436001,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Fine,Null
1744668,5910339,129254,,512902,0,0,0,1,0,South,2013/2014,SCENIC DRIVE,SHAW ROAD,,Serious Crash,No,2013,0,South,0,0,0,Hill Road,0,,0,,0,Bright sun,282302,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,70,0,Off,0,0,,76,Auckland,Nil,0,0,0,0,1,0,Urban,0,0,0,Fine,Null
1753187,5912351,129402,,518902,0,0,0,1,0,Null,2012/2013,HILLSBOROUGH ROAD,GRIFFEN PARK ROAD,,Serious Crash,No,2013,0,East,0,0,0,Hill Road,0,,0,,0,Bright sun,586700,0,1,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,Off,0,0,,76,Auckland,Stop,0,0,0,0,0,0,Urban,0,1,0,Fine,Null
1752317,5930356,129626,,508803,0,0,0,1,0,Null,2013/2014,ALBANY HIGHWAY,UPPER HARBOUR DRIVE,,Serious Crash,No,2013,0,West,0,0,0,Flat,0,,0,,0,Twilight,180858,1,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,70,0,Off,1,0,,76,Auckland,Traffic Signals,0,0,0,0,0,0,Urban,0,1,0,Fine,Null
1754963,5915231,129645,,517703,0,0,0,0,0,Null,2013/2014,RENFREW AVENUE,PARRY ST,,Serious Crash,No,2013,0,North,0,0,0,Flat,0,,1,,0,Overcast,539500,1,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,Off,0,0,,76,Auckland,Give way,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1754143,5913989,129785,,518802,0,0,0,1,0,North,2012/2013,SH 20,MAIORO OFF NBD,,Serious Crash,Yes,2013,0,West,0,0,0,Flat,0,,0,,0,Twilight,579100,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,1-way,Sealed,0,0,1,0,100,0,On,0,0,,76,Auckland,Nil,0,0,0,0,1,0,Open,2,1,0,Light rain,Null
1737268,5932483,129880,50,506653,0,,0,1,,East,2013/2014,OLD NORTH ROAD,ARARIMU VALLEY ROAD,,Fatal Crash,No,2013,,West,,1,,Hill Road,,,,,,Bright sun,217000,2,0,1,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,100,,None,0,0,,76,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null
1755766,5925610,129882,,509702,0,,0,1,,Null,2012/2013,COLLEGE ROAD,KILHAM AVENUE,,Serious Crash,No,2013,,North,,0,,Hill Road,,Christmas New Year,,,,Bright sun,365800,0,0,1,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1765903,5907197,129929,,522301,0,,0,1,,West,2013/2014,EAST TAMAKI ROAD,WINTERE ROAD,,Serious Crash,No,2013,,East,,0,,Flat,,,,,,Bright sun,666400,0,0,0,4,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1767394,5900794,129939,,524720,0,,0,1,,South,2012/2013,WORDSWORTH ROAD,WINSFORD ST,,Serious Crash,No,2013,,North,,0,,Flat,,,,,,Bright sun,777000,0,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1760790,5947558,130015,,505904,0,0,0,1,0,West,2013/2014,WHANGAPARAOA ROAD,MOTUKETEKETE AVENUE,,Serious Crash,No,2013,0,West,0,0,1,Flat,0,,0,,0,Overcast,175008,0,0,0,2,0,0,0,0,0,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,Off,0,0,,76,Auckland,Nil,0,1,0,0,0,0,Urban,0,0,0,Fine,Null
1753411,5914153,130023,,518801,1,,0,1,,Null,2012/2013,RICHARDSON ROAD,LABURNUM ROAD,,Serious Crash,No,2013,,South,,0,,Flat,,,,,,Overcast,578701,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1786451,5887365,130063,,521132,0,,0,1,,South,2013/2014,AICKEN ROAD,ARARIMU ROAD,,Serious Crash,No,2013,,North,,0,,Hill Road,,,,,,Bright sun,815801,0,0,0,1,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,100,,None,1,0,,76,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null
1750016,5940668,130283,,506300,0,,0,0,,North,2013/2014,SH 1N,BAWDEN OBR,,Serious Crash,Yes,2014,,South,,0,,Flat,,,,,,Dark,175902,0,0,0,6,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,100,,None,0,0,,76,Auckland,Unknown,,,,,0,0,Open,1,,,Fine,Null
1772383,5911427,130395,65,523202,0,,0,2,,South,2013/2014,WHITFORD ROAD,POINT VIEW DRIVE,,Serious Crash,No,2014,,North,,0,,Hill Road,,,,,,Overcast,717502,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,2,,80,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Open,0,,,Light rain,Null
1738640,5923892,130485,,513701,0,0,0,0,0,East,2013/2014,TAUPAKI ROAD,WAITAKERE ROAD,,Serious Crash,No,2013,0,East,0,0,0,Flat,0,,0,,0,Bright sun,229500,1,0,0,2,0,0,1,0,0,,0,0,Auckland Region,Rail xing,2-way,Sealed,0,0,3,0,50,0,Off,1,0,,76,Auckland,Traffic Signals,0,0,1,0,0,0,Urban,0,0,0,Fine,Null
1764097,5909831,130681,,521901,0,,0,0,,Null,2014/2015,GREAT SOUTH ROAD,AVENUE ROAD,,Serious Crash,No,2014,,West,,0,,Flat,,,,,,Overcast,784000,0,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Null,1,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1766209,5900036,130706,,524822,0,,0,0,,Null,2014/2015,ROSCOMMON ROAD,ROBERT ROSS PLACE,,Serious Crash,No,2014,,North,,0,,Flat,,,,,,Overcast,774431,0,0,1,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,1,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1746781,5942650,130728,,506300,0,,0,1,,North,2014/2015,DAIRY FLAT HIGHWAY,HORSESHOE BUSH ROAD,,Fatal Crash,No,2014,,North,,1,,Flat,,Labour Weekend,,,,Bright sun,175903,2,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,100,,Null,0,0,,76,Auckland,Nil,,,,,1,0,Open,0,,,Fine,Null
1782545,5906830,130760,,525201,0,0,0,1,0,North,2013/2014,NORTH ROAD,MARK WILLIAMS PLACE,,Serious Crash,No,2013,0,South,0,0,0,Flat,0,,0,,0,Overcast,762700,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,100,0,None,0,0,,76,Auckland,Nil,0,0,0,1,0,0,Open,0,0,0,Heavy rain,Null
1773179,5896437,130847,,525630,0,,0,1,,Null,2013/2014,CLEVEDON ROAD,WILLIS ROAD,,Serious Crash,No,2014,,West,,0,,Flat,,,,,,Bright sun,794600,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Null,1,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1759930,5906266,130865,,524200,0,,0,1,,West,2013/2014,MASSEY ROAD,THOMAS ROAD,,Serious Crash,No,2014,,East,,0,,Flat,,,,,,Dark,728001,0,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,On,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1765989,5900577,130962,,524821,0,0,0,1,0,Null,2012/2013,ROSCOMMON ROAD,WORDSWORTH ROAD,,Serious Crash,No,2013,0,West,0,0,0,Flat,0,,0,,0,Twilight,774405,0,0,0,2,0,0,0,0,1,1,0,1,Auckland Region,Rail xing,2-way,Sealed,0,0,1,0,50,0,On,0,0,,76,Auckland,Give way,0,0,0,0,0,0,Urban,1,0,0,Heavy rain,Null
1757988,5914846,130977,,519300,0,,0,2,,North,2013/2014,MANUKAU ROAD,EMPIRE ROAD,,Serious Crash,No,2014,,South,,0,,Flat,,,,,,Overcast,624100,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Null,0,0,,76,Auckland,Give way,,,,,0,0,Urban,1,,,Fine,Null
1758120,5920443,131240,,514103,0,0,0,1,0,North,2013/2014,ANZAC AVENUE,PARLIAMENT ST,,Serious Crash,No,2014,0,North,0,0,0,Hill Road,0,,0,,0,Dark,438408,0,0,0,4,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,On,0,0,,76,Auckland,Nil,0,0,0,1,0,0,Urban,0,0,0,Fine,Null
1759902,5908643,131511,,524403,0,0,0,0,0,South,2013/2014,SH 20,WALMSLEY OBR,,Serious Crash,Yes,2013,0,South,0,0,0,Flat,1,Christmas New Year,0,,0,Twilight,729800,1,0,0,3,0,0,0,0,0,,0,0,Auckland Region,Nil,1-way,Sealed,0,0,2,0,100,0,On,1,0,,76,Auckland,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1762368,5880311,131585,,521121,0,0,0,1,0,East,2012/2013,UNION ROAD,TITI ROAD,,Serious Crash,No,2012,0,East,0,0,0,Hill Road,0,,0,,0,Bright sun,812201,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,100,0,None,1,0,,76,Auckland,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1756723,5920438,131629,,514102,0,,0,1,,Null,2012/2013,WELLESLEY ST WEST,SALE ST,,Serious Crash,No,2013,,West,,0,,Hill Road,,,,,,Overcast,433700,0,0,1,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Heavy rain,Null
1751100,5915485,131635,,514401,0,,0,1,,East,2012/2013,ROSEBANK ROAD,ELM ST,,Serious Crash,No,2013,,West,,0,,Flat,,,,,,Twilight,381802,0,0,1,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1723115,5944965,131667,,506642,0,,0,0,,West,2012/2013,SOUTH HEAD ROAD,HARANUI ROAD,,Serious Crash,No,2013,,West,,0,,Flat,,,,,,Dark,210400,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,100,,None,1,0,,76,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null
1774235,5895575,131741,,525510,0,,0,1,,South,2013/2014,HUNUA ROAD,CALVERT ST,,Serious Crash,No,2013,,North,,0,,Hill Road,,,,,,Bright sun,801002,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,1,,,Fine,Null
1758152,5915738,131799,,519300,0,0,1,1,0,North,2012/2013,MANUKAU ROAD,KING EDWARD AVENUE,,Serious Crash,No,2013,0,South,0,0,0,Flat,0,Queens Birthday,0,,0,Dark,622900,0,0,0,4,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,On,0,0,,76,Auckland,Give way,0,0,0,0,0,0,Urban,0,1,0,Fine,Null
1750345,5914275,131803,,511303,0,0,0,0,1,East,2013/2014,VIC WATSON WAY,VERONICA ST,,Serious Crash,No,2013,0,East,0,0,0,Flat,0,,0,,0,Dark,266200,0,0,1,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,On,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1772868,5891860,131850,,521301,0,0,0,0,0,Null,2012/2013,SH 1N,BREMNER OBR,,Serious Crash,Yes,2012,0,North,0,0,1,Flat,0,,0,,0,Overcast,808702,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,100,0,Off,0,0,,76,Auckland,Nil,0,0,0,1,0,0,Open,1,0,0,Fine,Null
1758774,5920566,131916,,514101,0,,0,0,,West,2012/2013,QUAY ST,SH 16,,Serious Crash,No,2012,,West,,0,,Flat,,,,,,Overcast,438214,0,0,0,5,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,1,0,,76,Auckland,Nil,,,,,0,0,Urban,1,,,Fine,Null
1755519,5933226,132051,,507300,0,0,0,1,0,North,2012/2013,SADDLEBACK RISE,SUNRISE AVENUE,,Serious Crash,No,2012,0,North,0,0,0,Hill Road,0,,0,,0,Overcast,154100,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,Off,0,0,,76,Auckland,Nil,0,0,0,1,0,0,Urban,0,0,0,Fine,Null
1768839,5910688,132084,,523112,0,,0,1,,Null,2012/2013,HARRIS ROAD,GREENMOUNT DRIVE,,Serious Crash,No,2013,,South,,0,,Flat,,,,,,Dark,711701,0,0,1,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,60,,On,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1728310,5934813,132088,,506652,0,,0,1,,South,2012/2013,SH 16,WHAREPAPA ROAD,,Serious Crash,Yes,2013,,North,,0,,Flat,,,,,,Overcast,218300,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,2,,100,,None,1,0,,76,Auckland,Nil,,,,,0,0,Open,1,,,Fine,Null
1755893,5913959,132247,,518803,0,,0,1,,East,2011/2012,MOUNT ALBERT ROAD,BREMNER AVENUE,,Serious Crash,No,2012,,East,,0,,Flat,,,,,,Overcast,581100,0,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Light rain,Null
1735478,5987584,132275,,506660,0,0,0,1,0,South,2012/2013,SH 1N,MANGAWHAI ROAD,,Serious Crash,Yes,2013,0,North,0,0,0,Flat,0,,0,,0,Dark,135800,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,100,0,None,0,0,,76,Auckland,Nil,0,0,0,1,0,0,Open,0,0,0,Fine,Null
1764973,5910592,132550,,521801,0,,0,1,,Null,2012/2013,SH 1N,OTAHUHU ON NBD,,Serious Crash,Yes,2012,,North,,0,,Flat,,,,,,Overcast,787200,0,0,1,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,1,,100,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null
1778035,5911796,132557,,523300,0,,0,0,,North,2012/2013,WHITFORD-MARAETAI ROAD,WAIKOPUA ROAD,,Serious Crash,No,2012,,North,,0,,Flat,,,,,,Bright sun,718900,0,0,2,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,80,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null
1756960,5918011,132602,,518101,0,,0,1,,South,2013/2014,MOUNT EDEN ROAD,ESPLANADE ROAD,,Serious Crash,No,2013,,North,,0,,Flat,,,,,,Twilight,543800,0,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,On,0,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Fine,Null
