X,Y,OBJECTID,advisorySpeed,areaUnitID,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashRoadSideRoad,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,intersection,kerb,light,meshblockId,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaId,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB
1747217,5919953,419880,,512300,0,,0,2,,North,2014/2015,TE ATATU ROAD,TITOKI ST,,Serious Crash,No,2015,,North,,0,,Flat,,Christmas New Year,,,,Dark,252000,1,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,2,,50,,On,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Light rain,Null
1761407,5909372,419924,,524404,0,,0,1,,West,2014/2015,FAVONA ROAD,NORANA AVENUE,,Serious Crash,No,2015,,East,,0,,Hill Road,,,,,,Twilight,730602,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,60,,On,1,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Light rain,Null
1780113,5901637,419998,,525201,0,0,0,1,1,South,2014/2015,PAPAKURA-CLEVEDON ROAD,CLEVEDON-TAKANINI ROAD,,Fatal Crash,No,2015,0,South,0,1,1,Flat,0,,0,,0,Dark,763300,0,0,0,2,0,0,0,0,0,,0,1,Auckland Region,Nil,1-way,Sealed,0,0,0,0,100,0,None,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Open,0,0,1,Fine,Null
1759492,5920040,420081,,515902,0,0,0,1,0,South,2015/2016,ROTA PLACE,BRIDGEWATER ROAD,,Serious Crash,No,2015,0,North,0,0,0,Hill Road,0,,1,,0,Overcast,455300,0,0,0,0,0,0,0,0,0,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,Null,0,0,,76,Auckland,Nil,0,0,0,1,0,0,Urban,0,0,0,Light rain,Null
1746762,5918305,420084,,512401,0,,0,1,,North,2015/2016,TE ATATU ROAD,STRID ROAD,,Serious Crash,No,2015,,North,,0,,Flat,,,,,,Overcast,255600,0,0,1,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Null,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1759729,5918395,420087,,516102,0,,0,1,,North,2014/2015,ARNEY ROAD,WOODVILLE ROAD,,Serious Crash,No,2015,,North,,0,,Flat,,,,,,Bright sun,482500,0,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1767339,5900216,420250,,524720,0,,0,1,,West,2015/2016,GAINSBOROUGH ST,WEYMOUTH ROAD,,Serious Crash,No,2016,,East,,0,,Flat,,,,,,Dark,776800,0,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,On,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1742339,5917809,420279,,513214,0,0,0,1,1,Null,2014/2015,METCALFE ROAD,SIMPSON ROAD,,Fatal Crash,No,2015,0,North,0,1,0,Hill Road,0,,0,,0,Dark,236201,1,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Stop,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1744583,5922465,420325,,513530,0,0,0,1,0,Null,2015/2016,MOIRE ROAD,ROYAL ROAD,,Serious Crash,No,2015,0,North,0,0,0,Flat,0,,0,,0,Dark,225802,0,0,0,1,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,On,0,0,,76,Auckland,Traffic Signals,0,0,0,1,0,0,Urban,0,0,0,Fine,Null
1747932,5913620,420343,,511100,0,,0,0,,Null,2015/2016,RUA ROAD,WEST COAST ROAD,,Serious Crash,No,2015,,West,,0,,Flat,,,,,,Bright sun,286100,0,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,None,0,0,,76,Auckland,Give way,,,,,1,0,Urban,0,,,Fine,Null
1739566,5977569,420546,,506660,0,0,0,1,0,South,2015/2016,SH 1N,HOTEO RIV BR,,Fatal Crash,Yes,2016,0,West,0,1,0,Flat,1,,0,,0,Twilight,136700,2,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,80,0,None,2,0,,76,Auckland,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1747864,5884315,420639,,521151,0,,0,1,,East,2016/2017,COOPER ROAD,TE TORO ROAD,,Serious Crash,No,2016,,West,,0,,Flat,,,,,,Overcast,830500,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,100,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Open,0,,,Mist or Fog,Null
1753043,5916472,420722,,517800,1,,0,1,,Null,2014/2015,MOUNT ALBERT ROAD,ALLENDALE ROAD,,Serious Crash,No,2014,,West,,0,,Flat,,,,,,Overcast,527800,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Null,0,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Fine,Null
1729799,5962498,420743,,506613,0,0,0,1,0,South,2014/2015,SH 16,KAIPARA HILLS ROAD,,Serious Crash,Yes,2014,0,South,1,0,0,Hill Road,0,,0,,0,Overcast,146200,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,100,0,Null,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1767881,5910534,420759,,523112,0,,0,0,,Null,2015/2016,CRYERS ROAD,BRUCE RODERICK DRIVE,,Serious Crash,No,2016,,North,,0,,Flat,,,,,,Overcast,711500,0,0,1,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Null,0,0,,76,Auckland,Nil,,,,,1,0,Urban,0,,,Light rain,Null
1767591,5905379,420820,,524603,0,,0,1,,North,2014/2015,SH 1N,TE IRIRANGI ON NBD,,Serious Crash,Yes,2015,,North,,0,,Flat,,,,,,Dark,780304,1,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,1,,100,,On,0,0,,76,Auckland,Unknown,,,,,0,0,Open,0,,,Light rain,Null
1760929,5906806,420863,,524112,1,,0,1,,Null,2014/2015,ASHGROVE ROAD,CHINGFORD CLOSE,,Serious Crash,No,2015,,South,,0,,Flat,,,,,,Twilight,743000,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,On,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1767035,5900111,420976,,524720,0,,0,1,,North,2015/2016,ROWANDALE AVENUE,WEYMOUTH ROAD,,Serious Crash,No,2016,,South,,0,,Flat,,,,,,Bright sun,776101,2,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Null,1,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1760735,5883854,420985,75,521121,0,0,0,1,0,South,2015/2016,KINGSEAT ROAD,PEARSON ROAD,,Serious Crash,No,2016,0,North,0,0,1,Hill Road,0,,0,,0,Overcast,811300,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,100,0,Null,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Open,0,0,0,Heavy rain,Null
1745143,5918421,421009,,513302,0,,0,0,,South,2014/2015,LINCOLN ROAD,WOODFORD AVENUE,,Serious Crash,No,2015,,South,,0,,Flat,,,,,,Twilight,230900,0,0,1,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,1,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1741719,5930350,421016,,505604,0,,0,1,,South,2015/2016,COATESVILLE-RIVERHEAD HIG,PRINCES ST,,Serious Crash,No,2015,,South,,0,,Flat,,,,,,Overcast,213405,2,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Null,1,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Light rain,Null
1771592,5897721,421017,,523912,0,,0,1,,South,2014/2015,GREAT SOUTH ROAD,WALTERS ROAD,,Serious Crash,No,2015,,North,,0,,Flat,,Easter,,,,Bright sun,766200,0,0,1,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1758140,5920853,421057,,514101,0,,0,1,,Null,2015/2016,QUAY ST,TANGIHUA ST,,Serious Crash,No,2015,,West,,0,,Flat,,,,,,Bright sun,438211,1,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Null,1,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1769186,5900415,421106,,525002,0,,0,1,,North,2014/2015,GREAT SOUTH ROAD,MYERS ROAD,,Serious Crash,No,2015,,South,,0,,Flat,,,,,,Dark,753202,0,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,On,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1766856,5912725,421126,,522910,1,0,0,0,0,Null,2015/2016,TI RAKAU DRIVE,MATTSON ROAD,,Serious Crash,No,2015,0,South,0,0,0,Flat,0,,0,,0,Bright sun,685900,0,0,0,6,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,60,0,Null,0,0,,76,Auckland,Traffic Signals,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1747605,5967669,421132,,506613,0,,0,2,,South,2016/2017,SH 1N,VALERIE CLOSE S,,Fatal Crash,Yes,2016,,North,,1,,Hill Road,,,,,,Overcast,146004,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,2,,100,,None,0,0,,76,Auckland,Unknown,,,,,0,0,Open,1,,,Heavy rain,Strong wind
1753538,5918377,421233,,515431,0,,0,1,,West,2014/2015,GREAT NORTH ROAD,ST LUKES ROAD,,Serious Crash,No,2015,,East,,0,,Flat,,Easter,,,,Overcast,397600,0,0,1,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,2,,50,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1722377,5932816,421241,,506642,0,,0,0,,South,2015/2016,Z BEACH MURIWAI,WILLET ROAD,,Fatal Crash,No,2015,,North,,4,,Flat,,,,,,Overcast,211200,0,0,0,,,,0,,,,,,Auckland Region,Nil,Off road,Unsealed,,0,0,,60,,None,1,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1749184,5942502,421414,,506003,0,0,0,1,0,South,2016/2017,EAST COAST ROAD,JACKSON WAY,,Serious Crash,No,2016,0,North,1,0,0,Flat,0,,0,,0,Overcast,175814,0,0,0,2,0,0,0,0,0,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,1,0,100,0,None,0,0,,76,Auckland,Unknown,0,0,0,1,0,0,Open,0,0,0,Fine,Null
1766003,5906439,421417,,522302,0,,0,1,,Null,2016/2017,TUI ROAD,EDNEY LANE,,Serious Crash,No,2016,,West,,0,,Flat,,,,,,Bright sun,668700,0,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Null,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1760660,5912355,421422,,520000,0,,0,1,,West,2016/2017,CHURCH ST,PATRICK ST,,Serious Crash,No,2016,,West,,0,,Flat,,,,,,Overcast,607500,0,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1749276,5943680,421492,,506003,0,,0,1,,Null,2016/2017,EAST COAST ROAD,SPUR ROAD,,Serious Crash,No,2017,,South,,0,,Flat,,,,,,Dark,175813,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,100,,Off,0,0,,76,Auckland,Stop,,,,,0,0,Open,1,,,Fine,Null
1747173,5943594,421555,,506614,0,,0,2,,Null,2016/2017,DAIRY FLAT HIGHWAY,WILKS ROAD,,Serious Crash,No,2016,,West,,0,,Flat,,,,,,Bright sun,177803,2,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,100,,Null,0,0,,76,Auckland,Stop,,,,,0,0,Open,0,,,Fine,Null
1750525,5915422,421560,,514802,0,,0,1,,East,2016/2017,ASH ST,WAIRAU AVENUE,,Serious Crash,No,2017,,West,,0,,Flat,,,,,,Dark,387009,0,0,0,4,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,On,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1768313,5908426,421563,,523711,0,0,0,1,0,North,2016/2017,EAST TAMAKI ROAD,BIRMINGHAM ROAD,,Serious Crash,No,2017,0,South,0,0,0,Flat,1,,0,,0,Twilight,712303,0,0,0,4,0,0,0,1,0,,0,0,Auckland Region,Bridge,2-way,Sealed,0,0,1,0,60,0,None,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,1,Fine,Null
1771794,5897919,421618,,523912,0,0,0,1,0,Null,2015/2016,WALTERS ROAD,RAIL XING,,Serious Crash,No,2016,0,East,0,0,0,Flat,0,,0,,0,Dark,765700,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,On,0,0,,76,Auckland,Unknown,0,1,0,1,0,0,Urban,0,0,0,Fine,Null
1750117,5934777,421768,,508701,1,,0,1,,South,2016/2017,DAIRY FLAT HIGHWAY,HOBSON ROAD,,Serious Crash,No,2017,,North,,0,,Hill Road,,,,,,Bright sun,178402,0,0,0,3,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,80,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Open,0,,,Fine,Null
1743681,5919384,421861,,513212,0,0,0,1,0,Null,2015/2016,DON BUCK ROAD,UNIVERSAL DRIVE,,Serious Crash,No,2016,0,South,0,0,0,Flat,0,,0,,1,Overcast,235600,1,0,0,2,0,0,0,0,0,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,Null,0,0,,76,Auckland,Give way,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1754490,5933912,421911,,507102,1,,0,1,,Null,2016/2017,EAST COAST ROAD,WEETMAN DRIVE,,Serious Crash,No,2017,,East,,0,,Hill Road,,,,,,Dark,158909,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,On,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Mist or Fog,Null
1744317,5922551,422260,,513512,0,,0,1,,Null,2016/2017,MAKORA ROAD,ROYAL ROAD,,Serious Crash,No,2017,,West,,0,,Flat,,,,,,Dark,225501,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,On,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,1,,,Fine,Null
1769315,5907462,422265,,523711,0,0,0,5,0,Null,2016/2017,ORMISTON ROAD,TE IRIRANGI DRIVE,,Serious Crash,No,2017,0,North,0,0,0,Flat,0,,0,,0,Dark,712801,3,0,0,6,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,60,0,On,0,0,,76,Auckland,Give way,1,0,0,0,0,0,Urban,0,0,0,Fine,Null
1751916,5915473,422267,,517902,0,,0,1,,South,2016/2017,NEW NORTH ROAD,BOLLARD AVENUE,,Serious Crash,No,2017,,South,,0,,Flat,,,,,,Dark,519702,0,0,0,4,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,On,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1777430,5915513,422297,,523300,0,0,0,1,0,North,2017/2018,Z CPK,TUI BRAE,,Serious Crash,No,2017,0,East,0,0,0,Flat,0,,1,,1,Bright sun,718900,0,0,0,,0,0,0,0,0,,0,0,Auckland Region,Nil,Off road,Sealed,0,0,1,0,30,0,Null,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1745454,5920823,422380,,513301,0,,0,2,,North,2017/2018,LINCOLN ROAD,LINCOLN ON EBD,,Serious Crash,No,2017,,South,,0,,Flat,,,,,,Overcast,230200,2,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,1,,50,,Null,0,0,,76,Auckland,Nil,,,,,0,0,Urban,1,,,Fine,Null
1745005,5913132,422425,,512906,0,,0,1,,Null,2016/2017,GLENGARRY ROAD,MAYWOOD CRESCENT N,,Serious Crash,No,2017,,South,,0,,Hill Road,,,,,,Dark,278701,0,0,1,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,On,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1743829,5975052,422667,45,506661,0,0,0,0,0,West,2016/2017,SH 1N,WAIWHIU ROAD,,Serious Crash,Yes,2017,0,West,0,0,0,Hill Road,0,,0,,0,Bright sun,139000,0,0,0,2,0,0,0,1,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,4,0,80,0,Null,1,0,,76,Auckland,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1759223,5926040,422710,,508020,0,0,0,1,1,West,2015/2016,LAKE ROAD,CLIFTON ROAD,,Serious Crash,No,2016,0,West,0,0,0,Flat,0,,0,,0,Dark,321400,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,On,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1753053,5914344,422744,,514500,0,,0,1,,Null,2016/2017,WESTMINSTER ST,WESTMINISTER ROAD,,Serious Crash,No,2016,,North,,0,,Hill Road,,,,,,Overcast,377200,0,0,1,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Null,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Light rain,Strong wind
1751838,5949403,422851,,505805,1,0,0,1,0,North,2015/2016,HIBISCUS COAST HIGHWAY,RIVERSIDE ROAD,,Serious Crash,No,2016,0,North,0,0,0,Flat,0,,0,,0,Bright sun,172108,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,Null,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1771126,5914730,422903,,521601,0,0,0,2,0,North,2016/2017,RIDGE ROAD,VINCENT ST,,Serious Crash,No,2016,0,South,0,0,0,Hill Road,0,,0,,0,Dark,646300,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,On,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1749355,5972668,422930,,506661,0,,0,2,,East,2017/2018,MATAKANA ROAD,CLAYDEN ROAD,,Fatal Crash,No,2017,,East,,1,,Hill Road,,,,,,Overcast,139105,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,80,,Null,0,0,,76,Auckland,Unknown,,,,,1,0,Open,0,,,Heavy rain,Strong wind
1771197,5903590,422945,,523818,0,,0,2,,South,2017/2018,MILL ROAD,REDOUBT ROAD,,Serious Crash,No,2017,,North,,0,,Hill Road,,,,,,Dark,760600,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,80,,None,0,0,,76,Auckland,Unknown,,,,,0,0,Open,0,,,Fine,Null
1774836,5897394,422964,,525610,0,0,0,1,0,Null,2016/2017,PAPAKURA-CLEVEDON ROAD,DOMINION ROAD,,Serious Crash,No,2016,0,West,0,0,1,Flat,0,,0,,0,Dark,799400,1,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,On,0,0,,76,Auckland,Give way,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1767429,5888303,423045,,521122,0,,0,0,,North,2015/2016,SH 22,GLENBROOK ROAD,,Serious Crash,Yes,2016,,East,,0,,Flat,,,,,,Bright sun,810000,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,100,,Null,1,0,,76,Auckland,Nil,,,,,0,0,Open,1,,,Heavy rain,Null
1746581,5872655,423175,,521151,0,0,0,0,0,West,2016/2017,Z BEACH,KOHEKOHE-KARIOITAHI ROAD,,Serious Crash,No,2016,0,North,0,0,0,Null,0,,0,,0,Overcast,831300,0,0,1,,0,0,0,0,0,,0,0,Auckland Region,Nil,Off road,Unsealed,0,0,1,0,20,0,Null,0,0,,76,Auckland,Unknown,0,0,0,1,0,0,Urban,0,0,0,Null,Null
1752436,5916114,423218,,517901,0,,0,0,,East,2015/2016,Z BP STATION,WOODWARD ROAD,,Serious Crash,No,2016,,North,,0,,Flat,,,,,,Overcast,524800,0,0,0,,,,0,,,1,,,Auckland Region,Nil,Off road,Sealed,,0,1,,50,,Null,1,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Heavy rain,Null
1763165,5914401,423259,,520401,0,0,0,2,0,South,2016/2017,PANORAMA ROAD,ALCOCK ST,,Serious Crash,No,2016,0,North,0,0,0,Flat,0,,0,,0,Bright sun,643401,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,Null,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1760272,5947450,423275,,505904,0,0,0,1,1,West,2016/2017,WHANGAPARAOA ROAD,FISHERMANS COVE,,Serious Crash,No,2016,0,West,0,0,0,Hill Road,0,,0,,0,Dark,175003,0,0,0,2,0,0,0,0,1,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,On,1,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,1,0,0,Light rain,Strong wind
1797834,5904989,423297,,525202,0,0,0,1,1,South,2016/2017,KAWAKAWA-ORERE ROAD,ORERE POINT ROAD,,Serious Crash,No,2016,0,East,0,0,0,Hill Road,0,Christmas New Year,0,,0,Bright sun,765300,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,100,0,Null,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1767019,5879552,423351,,521112,0,,0,1,,Null,2016/2017,WAIUKU ROAD,FOY ROAD,,Serious Crash,No,2016,,East,,0,,Hill Road,,,,,,Bright sun,825900,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,3,,100,,Null,0,0,,76,Auckland,Stop,,,,,1,0,Open,0,,,Fine,Null
1745152,5914706,423381,,512904,0,0,0,2,0,South,2015/2016,SEYMOUR ROAD,SOLEA ROAD,,Serious Crash,No,2016,0,North,0,0,0,Flat,0,,0,,0,Dark,278104,1,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,On,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1770182,5901364,423444,,523816,0,,0,0,,East,2016/2017,ALFRISTON ROAD,MAGIC WAY,,Fatal Crash,No,2016,,East,,1,,Hill Road,,,,,,Bright sun,759741,1,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,1,,,Fine,Null
1753174,5924716,423493,,510402,0,,0,1,,Null,2016/2017,MOKOIA ROAD,CHELSEA VIEW DRIVE,,Serious Crash,No,2016,,East,,0,,Hill Road,,,,,,Bright sun,351800,0,0,1,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,2,,50,,Null,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1743306,5926764,423520,,513410,0,,0,1,,West,2016/2017,BRIGHAM CREEK ROAD,TOTARA ROAD,,Fatal Crash,No,2017,,West,,1,,Hill Road,,,,,,Overcast,223200,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,80,,None,0,0,,76,Auckland,Unknown,,,,,1,0,Open,0,,,Fine,Null
1758580,5913616,423556,,519710,0,,0,1,,Null,2016/2017,CAMPBELL ROAD,RONGO ROAD,,Serious Crash,No,2017,,East,,0,,Flat,,,,,,Bright sun,594704,0,0,1,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Null,0,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Fine,Null
1758293,5913400,423634,,519710,0,0,0,2,0,East,2016/2017,MOUNT SMART ROAD,MOUNT ALBERT ROAD,,Fatal Crash,No,2016,0,East,0,1,0,Flat,0,,0,,0,Dark,594800,0,0,1,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1728109,5923593,423688,,506654,0,0,0,1,0,East,2016/2017,MOTUTARA ROAD,COAST ROAD,,Serious Crash,No,2016,0,West,0,0,0,Hill Road,0,,0,,0,Overcast,218804,0,0,0,2,0,0,0,1,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,1,0,50,0,Null,0,0,,76,Auckland,Unknown,0,0,0,1,0,0,Urban,0,0,0,Fine,Null
1768384,5900617,423710,,525101,0,,0,1,,West,2016/2017,WEYMOUTH ROAD,RUSSELL ROAD,,Fatal Crash,No,2016,,West,,1,,Flat,,,,,,Dark,771100,1,0,1,3,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1751216,5927319,423790,,510010,1,,0,1,,South,2016/2017,LANCASTER ROAD,MELBA ST,,Serious Crash,No,2017,,North,,0,,Flat,,,,,,Overcast,341400,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1756305,5919147,423815,,514200,1,,0,1,,Null,2016/2017,NEWTON ROAD,OPHIR ST,,Serious Crash,No,2017,,South,,0,,Hill Road,,,,,,Dark,411800,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,On,0,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Fine,Null
1749319,5913916,423825,,511302,0,0,0,2,0,East,2017/2018,GREAT NORTH ROAD,PINE ST,,Serious Crash,No,2017,0,East,0,0,0,Hill Road,1,,0,,0,Dark,268900,0,0,0,4,0,0,0,0,0,,0,0,Auckland Region,Nil,1-way,Sealed,1,0,2,0,50,0,On,0,0,,76,Auckland,Unknown,1,1,0,0,0,0,Urban,0,0,0,Fine,Null
